t,raw_score,score,rec_err,lat_err,edge_err,err_phys,err_cyber,err_event,top_nodes,y_true,switching,physical_block_context,switch_event,attack_type,affected_nodes,rec_z,phys_z,cyber_z,edge_z,lat_z,threshold,raw_alert,high_score,strong_cyber,strong_physical,cyber_confirmed,physical_confirmed_raw,physical_confirmed_persistent,confirmed_alert_before_persistence,physical_confirmed,alert,threshold_method,context_aware_alerting,cyber_confirm_z,phys_confirm_z,phys_min_rec_z,phys_persistence_k,physical_confirmation_enabled,persistence_k
205,0.5087568163871765,0.46502891312193884,0.5087568163871765,0.288015753030777,6188.0830078125,0.41907772421836853,0.9866253733634949,0.0014147399924695492,"[19, 1, 13, 30, 34, 29]",0,0,0,0,none,[],0.0,0.0,0.6643270187456269,0.9237532586464527,0.02034272279314481,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
206,0.49298956990242004,0.0,0.49298956990242004,0.2759668529033661,6243.92138671875,0.44621309638023376,0.8557740449905396,0.0013031885027885437,"[34, 19, 9, 11, 30, 28]",0,0,0,0,none,[],0.0,0.0,0.0,1.6533202423063331,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
207,0.4684537351131439,0.0,0.4684537351131439,0.2670256495475769,6259.41162109375,0.5068958401679993,0.6056809425354004,0.001788694178685546,"[30, 19, 22, 3, 34, 24]",0,0,0,0,none,[],0.0,0.0,0.0,1.8557108523225634,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
208,0.4869130551815033,0.0,0.4869130551815033,0.2561860978603363,6226.86279296875,0.43395039439201355,0.8618013262748718,0.0019496700260788202,"[19, 11, 7, 30, 34, 29]",0,0,0,0,none,[],0.0,0.0,0.0,1.4304379339112057,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
209,0.4784488379955292,0.0,0.4784488379955292,0.2433410882949829,6195.28564453125,0.43657681345939636,0.8212803602218628,0.0021460300777107477,"[19, 8, 31, 11, 34, 30]",0,0,0,0,none,[],0.0,0.0,0.0,1.0178606816810452,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
210,0.43079328536987305,0.0,0.43079328536987305,0.23300263285636902,6268.3994140625,0.4266131818294525,0.6558772325515747,0.0015256735496222973,"[19, 30, 20, 29, 38, 34]",0,0,0,0,none,[],0.0,0.0,0.0,1.9731425746327624,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
211,0.4632367491722107,0.0,0.4632367491722107,0.23185104131698608,6254.81298828125,0.44523006677627563,0.7390591502189636,0.0016253733774647117,"[19, 30, 11, 37, 23, 8]",0,0,0,0,none,[],0.0,0.0,0.0,1.7956265387072294,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
212,0.6408507823944092,2.4022913381503344,0.6408507823944092,0.22624391317367554,6214.388671875,0.4836421310901642,1.3531463146209717,0.0023032817989587784,"[5, 19, 32, 38, 24, 29]",0,0,0,0,none,[],0.0,0.0,3.4318447687861924,1.2674549269106814,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
213,0.5338117480278015,0.6409945777973146,0.5338117480278015,0.20508626103401184,6179.69873046875,0.4457395374774933,1.0199172496795654,0.001961626810953021,"[19, 16, 4, 24, 14, 30]",0,0,0,0,none,[],0.0,0.0,0.9157065397104495,0.8142068847784446,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
214,0.4618287682533264,0.00921028065202376,0.4618287682533264,0.16531598567962646,6197.763671875,0.3783266246318817,0.9003866314888,0.00222377828322351,"[19, 14, 31, 24, 29, 30]",0,0,0,0,none,[],0.0,0.0,0.013157543788605371,1.0502378203089726,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
215,0.4855870008468628,0.3813509851786268,0.4855870008468628,0.15453168749809265,6236.71484375,0.3881252706050873,0.9707939028739929,0.0024823094718158245,"[29, 19, 34, 30, 20, 31]",0,0,0,0,none,[],0.0,0.0,0.5447871216837527,1.5591617814177459,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
216,0.4734500050544739,0.0,0.4734500050544739,0.14306624233722687,6168.814453125,0.4139902889728546,0.857679009437561,0.0022907189559191465,"[19, 18, 11, 8, 34, 31]",0,0,0,0,none,[],0.0,0.0,0.0,0.6719962843537884,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
217,0.49147874116897583,0.24253613033149113,0.49147874116897583,0.13268741965293884,6270.55859375,0.4081227481365204,0.9445307850837708,0.0021552087273448706,"[30, 19, 11, 22, 36, 37]",0,0,0,0,none,[],0.0,0.0,0.3464801861878445,2.001353748428367,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
218,0.4758484661579132,0.0,0.4758484661579132,0.12277285754680634,6218.74267578125,0.4922453761100769,0.6718911528587341,0.001778700272552669,"[19, 12, 29, 15, 34, 30]",0,0,0,0,none,[],0.0,0.0,0.0,1.3243429949195935,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
219,0.5488326549530029,0.7435127042544739,0.5488326549530029,0.11680193990468979,6228.29638671875,0.46203911304473877,1.0393131971359253,0.0018392747733741999,"[30, 19, 25, 37, 11, 8]",0,0,0,0,none,[],0.0,0.0,1.06216100607782,1.4491688263272835,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
220,0.4575890898704529,0.0,0.4575890898704529,0.12222522497177124,6228.20068359375,0.43400895595550537,0.744331419467926,0.00200517475605011,"[19, 30, 20, 23, 34, 36]",0,0,0,0,none,[],0.0,0.0,0.0,1.447918398904412,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
221,0.5061968564987183,0.0822599196240112,0.5061968564987183,0.12505170702934265,6233.41162109375,0.4439074397087097,0.9142072796821594,0.0016232013003900647,"[19, 13, 22, 29, 30, 23]",0,0,0,0,none,[],0.0,0.0,0.11751417089144459,1.5160028961334249,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
222,0.5065573453903198,0.0,0.5065573453903198,0.11581871658563614,6177.3291015625,0.4788025915622711,0.8284361362457275,0.0015734466724097729,"[19, 23, 8, 30, 20, 16]",0,0,0,0,none,[],0.0,0.0,0.0,0.7832460465988718,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
223,0.40804389119148254,0.0,0.40804389119148254,0.10383443534374237,6216.56396484375,0.4087767004966736,0.6092694401741028,0.0019287868635728955,"[19, 30, 11, 34, 24, 16]",0,0,0,0,none,[],0.0,0.0,0.0,1.2958766318540147,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
224,0.5777169466018677,0.31889403532458005,0.5777169466018677,0.10371050238609314,6230.5009765625,0.5403501391410828,0.9589773416519165,0.0020302312914282084,"[36, 19, 30, 8, 6, 34]",0,0,0,0,none,[],0.0,0.0,0.45556290760654294,1.4779733151755776,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
225,0.4696864187717438,0.0,0.4696864187717438,0.10423849523067474,6208.986328125,0.4314662218093872,0.7989543080329895,0.00225149211473763,"[19, 27, 30, 11, 8, 29]",0,0,0,0,none,[],0.0,0.0,0.0,1.196869574835925,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
226,0.47519445419311523,0.0,0.47519445419311523,0.09434549510478973,6127.18212890625,0.4642445147037506,0.7390468716621399,0.002239403547719121,"[13, 19, 24, 17, 29, 16]",0,0,0,0,none,[],0.0,0.0,0.0,0.12804121620936018,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
227,0.5696307420730591,0.12839323405120803,0.5696307420730591,0.09585938602685928,6210.78076171875,0.5417931079864502,0.9229354858398438,0.002209117403253913,"[19, 30, 16, 28, 7, 37]",0,0,0,0,none,[],0.0,0.0,0.18341890578744005,1.220315089014769,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
228,0.6259353756904602,0.015566587217278808,0.6259353756904602,0.0983489379286766,6207.6474609375,0.6404179930686951,0.9015892148017883,0.002214715350419283,"[30, 37, 16, 19, 24, 5]",0,0,0,0,none,[],0.0,0.0,0.022237981738969726,1.1793763503792203,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
229,0.49443045258522034,0.0,0.49443045258522034,0.09545484185218811,6155.97802734375,0.48490986227989197,0.764613926410675,0.001666644704528153,"[19, 17, 8, 37, 30, 29]",0,0,0,0,none,[],0.0,0.0,0.0,0.5042795163952499,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
230,0.6394481658935547,0.01284921624807354,0.6394481658935547,0.11988610774278641,6207.98974609375,0.7422617077827454,0.7012271881103516,0.001822480815462768,"[19, 30, 37, 32, 28, 4]",0,0,0,0,none,[],0.0,0.0856614416538236,0.0,1.1838485423355112,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
231,0.6170052886009216,0.0,0.6170052886009216,0.14092877507209778,6199.236328125,0.670098602771759,0.7917625308036804,0.0020244724582880735,"[19, 30, 16, 13, 18, 23]",0,0,0,0,none,[],0.0,0.0,0.0,1.069479091264998,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
232,0.5143580436706543,0.0,0.5143580436706543,0.13619206845760345,6172.68212890625,0.5249330401420593,0.7440118789672852,0.002175703179091215,"[19, 38, 21, 23, 37, 16]",0,0,0,0,none,[],0.0,0.0,0.0,0.7225301395403526,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
233,0.6638719439506531,1.1235767389811249,0.6638719439506531,0.1492125689983368,6160.88671875,0.6173070669174194,1.1112195253372192,0.00200091814622283,"[19, 14, 30, 27, 0, 11]",0,0,0,0,none,[],0.0,0.0,1.6051096271158927,0.5684149596714182,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
234,0.6477428674697876,0.24717986341891476,0.6477428674697876,0.16251733899116516,6211.9794921875,0.657817542552948,0.94540935754776,0.002036245306953788,"[11, 24, 8, 19, 16, 23]",0,0,0,0,none,[],0.0,0.0,0.35311409059844967,1.2359773304594117,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
235,0.6870998740196228,0.021876805014269182,0.6870998740196228,0.17393451929092407,6120.55322265625,0.7420253753662109,0.892383873462677,0.0019037884194403887,"[30, 19, 38, 37, 11, 3]",0,0,0,0,none,[],0.061621635659682386,0.08422373110211218,0.0,0.041429977980248375,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
236,0.6189109086990356,0.4611655414224085,0.6189109086990356,0.17622680962085724,6128.92724609375,0.5953949093818665,0.9858944416046143,0.002523709088563919,"[20, 27, 16, 3, 19, 25]",0,0,0,0,none,[],0.0,0.0,0.6588079163177265,0.15084237748152027,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
237,0.6891798377037048,0.20500457178516274,0.6891798377037048,0.192417174577713,6159.5908203125,0.7281805872917175,0.935207188129425,0.0021212520077824593,"[23, 19, 37, 2, 7, 14]",0,0,0,0,none,[],0.0783247994094418,0.0,0.2760797883910664,0.5514831516086558,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
238,0.5747162103652954,0.0,0.5747162103652954,0.19899047911167145,6098.43994140625,0.5654328465461731,0.8839638829231262,0.002638057339936495,"[19, 22, 11, 0, 29, 30]",0,0,0,0,none,[],0.0,0.0,0.0,0.0,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
239,0.632266640663147,0.0,0.632266640663147,0.21142926812171936,6127.84716796875,0.6620187759399414,0.8729342818260193,0.002170112682506442,"[34, 19, 35, 36, 15, 38]",0,0,0,0,none,[],0.0,0.0,0.0,0.13673041085196846,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
240,0.7171840667724609,0.17208871797681916,0.7171840667724609,0.22304822504520416,6169.00537109375,0.7817897200584412,0.9133422374725342,0.0018394093494862318,"[30, 15, 5, 19, 26, 23]",0,0,0,0,none,[],0.3032129680832357,0.32612714318685415,0.11098243040900813,0.6744907594677825,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
241,0.6220043301582336,1.3004323999910983,0.6220043301582336,0.2234930396080017,6108.8466796875,0.5368478894233704,1.1446797847747803,0.0024357663933187723,"[38, 19, 13, 27, 8, 24]",0,0,0,0,none,[],0.0,0.0,1.8577605714158547,0.0,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
242,0.6233586668968201,0.3758925510217271,0.6233586668968201,0.23306338489055634,6133.109375,0.6090425252914429,0.9697611927986145,0.0021342525724321604,"[19, 2, 24, 30, 29, 12]",0,0,0,0,none,[],0.0,0.0,0.5369893586024673,0.20548477991466277,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
243,0.6438060998916626,0.0,0.6438060998916626,0.24139341711997986,6109.1953125,0.6857562065124512,0.8596463203430176,0.0023752700071781874,"[11, 19, 28, 7, 30, 4]",0,0,0,0,none,[],0.0,0.0,0.0,0.0,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
244,0.780266284942627,0.37584989150129217,0.780266284942627,0.2556762397289276,6148.14599609375,0.8795886039733887,0.9206321239471436,0.002923604566603899,"[13, 35, 19, 30, 23, 34]",0,0,0,0,none,[],0.8097951876950931,0.9210793271147848,0.1660267346854436,0.40194861913575125,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
245,0.550875186920166,0.0,0.550875186920166,0.26294752955436707,6138.439453125,0.6162139773368835,0.6617947220802307,0.002342263236641884,"[19, 30, 11, 16, 26, 23]",0,0,0,0,none,[],0.0,0.0,0.0,0.2751259316905161,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
246,0.7819638252258301,2.2071983979356258,0.7819638252258301,0.2718329429626465,6139.62353515625,0.7339714169502258,1.2918676137924194,0.0021186380181461573,"[19, 16, 4, 14, 8, 11]",0,0,0,0,none,[],0.8234272974954469,0.03522807842143048,2.969142987925849,0.2905967811826784,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
247,0.6340963244438171,0.0,0.6340963244438171,0.27614372968673706,6121.10498046875,0.6995911002159119,0.7863207459449768,0.002173544140532613,"[19, 38, 4, 16, 30, 11]",0,0,0,0,none,[],0.0,0.0,0.0,0.048639074857008566,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
248,0.6625308394432068,0.566884504254617,0.6625308394432068,0.28346818685531616,6117.38232421875,0.6571934223175049,1.005895972251892,0.0024877621326595545,"[38, 19, 3, 11, 13, 24]",0,0,0,0,none,[],0.0,0.0,0.8098350060780243,0.0,0.0,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
249,0.678786039352417,0.5775436674350709,0.678786039352417,0.2884255051612854,6085.1455078125,0.6824708580970764,1.0079126358032227,0.002108955290168524,"[38, 19, 7, 34, 25, 5]",0,0,0,0,none,[],0.0,0.0,0.8250623820501014,0.0,0.02217567556023427,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
250,0.7121902704238892,0.10798533851719463,0.7121902704238892,0.3008737564086914,6050.9228515625,0.803268551826477,0.8392886519432068,0.0026023604441434145,"[15, 19, 3, 0, 14, 21]",0,0,0,0,none,[],0.2631102495687257,0.45679200721257185,0.0,0.0,0.07786069796889421,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
251,0.63539057970047,0.0,0.63539057970047,0.3069548010826111,6069.85009765625,0.6937022805213928,0.8061701059341431,0.002272282959893346,"[19, 34, 16, 4, 27, 30]",0,0,0,0,none,[],0.0,0.0,0.0,0.0,0.10506316217091154,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
252,0.5659185647964478,0.0,0.5659185647964478,0.3118809759616852,6107.97265625,0.6327171325683594,0.6805768013000488,0.0026091861072927713,"[19, 34, 6, 5, 23, 36]",0,0,0,0,none,[],0.0,0.0,0.0,0.0,0.1270995231888803,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
253,0.7115350365638733,0.2692602930782311,0.7115350365638733,0.3161202669143677,6094.30517578125,0.7633850574493408,0.9361914992332458,0.0029722892213612795,"[16, 14, 7, 13, 19, 29]",0,0,0,0,none,[],0.2578483892093405,0.21416375694551687,0.2835121016500036,0.0,0.14606323198662374,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
254,0.7651224136352539,1.284593514756021,0.7651224136352539,0.33186790347099304,6081.93896484375,0.7782799601554871,1.1135036945343018,0.0025721609126776457,"[38, 19, 14, 17, 24, 13]",0,0,0,0,none,[],0.688182217147498,0.3047757817424719,1.622356878460751,0.0,0.21650746363898918,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
255,0.767103374004364,0.9091470818924862,0.767103374004364,0.34238094091415405,6054.72216796875,0.8124700784683228,1.0361168384552002,0.002242966089397669,"[19, 36, 0, 17, 34, 7]",0,0,0,0,none,[],0.7040903340440838,0.5127688052279572,1.0380260157166858,0.0,0.2635356537012273,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
256,0.7612510323524475,0.46262929089427596,0.7612510323524475,0.35221409797668457,6127.86767578125,0.8380246162414551,0.9485597014427185,0.0027659100014716387,"[8, 19, 11, 17, 20, 30]",0,0,0,0,none,[],0.657093061120715,0.6682279214139462,0.3769016335915384,0.13699835958544096,0.3075225206508308,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
257,0.6790359616279602,0.0,0.6790359616279602,0.372325599193573,6093.3310546875,0.7265099287033081,0.8986440896987915,0.0024503199383616447,"[24, 11, 16, 30, 19, 4]",0,0,0,0,none,[],0.0,0.0,0.0,0.0,0.39748771927000176,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
258,0.7634174823760986,1.474260983524924,0.7634174823760986,0.38562488555908203,6152.25390625,0.7599202990531921,1.1529461145401,0.0018463822780176997,"[8, 15, 38, 19, 23, 28]",0,0,0,0,none,[],0.6744907540600922,0.19308615879660554,1.920177780852028,0.4556213023429933,0.456979694854675,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
259,0.707970917224884,0.17188207377501263,0.707970917224884,0.40281277894973755,6047.359375,0.878861129283905,0.6334781646728516,0.0025058125611394644,"[38, 11, 23, 24, 19, 34]",0,0,0,0,none,[],0.2292267024950863,0.9166537893383313,0.0,0.0,0.5338666574965766,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
260,0.7738409638404846,0.7654080352093998,0.7738409638404846,0.4043104648590088,6073.9072265625,0.8362777829170227,1.0032763481140137,0.002785885939374566,"[23, 15, 34, 24, 17, 11]",0,0,0,0,none,[],0.7581965990585641,0.6576011917445876,0.790054809412753,0.0,0.5405662871683573,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
261,0.8041711449623108,0.6029499845981663,0.8041711449623108,0.43361422419548035,6098.83544921875,0.9045535922050476,0.953840434551239,0.002921139122918248,"[6, 23, 19, 13, 24, 34]",0,0,0,0,none,[],1.001763342898763,1.0729519628299093,0.4167752696269508,0.0,0.6716514061041943,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
262,0.8272881507873535,0.7884027086745524,0.8272881507873535,0.4459174871444702,6093.89013671875,0.9313689470291138,0.9790293574333191,0.003401342546567321,"[13, 7, 8, 17, 19, 24]",0,0,0,0,none,[],1.1874046291648948,1.236081165094171,0.6069711993367037,0.0,0.7266878493280488,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
263,0.8217832446098328,1.3891695855286397,0.8217832446098328,0.465395450592041,6035.08447265625,0.872725784778595,1.1040705442428589,0.002495931461453438,"[0, 3, 19, 29, 24, 16]",0,0,0,0,none,[],1.1431974393885156,0.8793298806548852,1.5511292678887563,0.0,0.8138190302060903,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
264,0.7061442732810974,0.12692245356995682,0.7061442732810974,0.48688653111457825,6125.37158203125,0.8320023417472839,0.7434075474739075,0.0023275238927453756,"[8, 20, 15, 16, 14, 19]",0,0,0,0,none,[],0.21455782479348365,0.6315918656728952,0.0,0.1043851708827878,0.9099555297592447,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
265,0.747923731803894,0.30987582940077874,0.747923731803894,0.503537118434906,6048.8876953125,0.8262913227081299,0.92472243309021,0.0024885989259928465,"[6, 4, 35, 19, 14, 21]",0,0,0,0,none,[],0.5500680754883372,0.5968493091754853,0.19691174528743624,0.0,0.9844389499298497,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
266,0.6794264316558838,0.042568597004003304,0.6794264316558838,0.5128275156021118,6048.55419921875,0.7748304009437561,0.7793756127357483,0.002508701290935278,"[23, 37, 19, 20, 17, 34]",0,0,0,0,none,[],0.0,0.28379064669335535,0.0,0.0,1.0259978776988414,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
267,0.7637568116188049,0.24837335166856989,0.7637568116188049,0.5333311557769775,6077.4755859375,0.889045000076294,0.8312641978263855,0.0023004943504929543,"[7, 25, 20, 14, 19, 35]",0,0,0,0,none,[],0.6772157400535407,0.978606604403592,0.0,0.0,1.1177172397123947,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
268,0.6976290345191956,0.10206250304012393,0.6976290345191956,0.5518981218338013,6084.48779296875,0.8159996271133423,0.7492037415504456,0.0026266220957040787,"[19, 35, 29, 2, 11, 38]",0,0,0,0,none,[],0.14617613693189124,0.5342405500022683,0.0,0.0,1.200773236927305,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
269,0.7291666865348816,0.18943351178908102,0.7291666865348816,0.5544574856758118,6052.81591796875,0.8019775152206421,0.9104076623916626,0.0026310966350138187,"[8, 5, 29, 4, 19, 25]",0,0,0,0,none,[],0.3994394847164568,0.4489380827358834,0.08882410953032857,0.0,1.2122220926791494,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
270,0.7967566847801208,0.3443037021292312,0.7967566847801208,0.5635025501251221,6059.58544921875,0.9506106376647949,0.8093167543411255,0.00236684363335371,"[19, 13, 11, 3, 34, 26]",0,0,0,0,none,[],0.9422214655636078,1.3531365486312672,0.0,0.0,1.2526835684750026,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
271,0.698276162147522,0.06523357631046038,0.698276162147522,0.5563671588897705,6059.6474609375,0.7747855186462402,0.854654848575592,0.0029714147094637156,"[19, 8, 17, 11, 13, 23]",0,0,0,0,none,[],0.15137290013773538,0.28351760859866715,0.0,0.0,1.2207646737693785,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
272,0.7176173329353333,0.5515744936808553,0.7176173329353333,0.5562010407447815,6030.3955078125,0.7515591382980347,0.9902595281600952,0.0026237049605697393,"[19, 27, 8, 2, 7, 14]",0,0,0,0,none,[],0.30669231520889484,0.14222166369889466,0.6917677097781242,0.0,1.2200215740003948,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
273,0.808333694934845,1.0194682929998462,0.808333694934845,0.5766110420227051,6083.6953125,0.8783408403396606,1.0362205505371094,0.002524108160287142,"[38, 10, 34, 19, 0, 8]",0,0,0,0,none,[],1.0351907312420743,0.9134886505222181,1.0388091224788605,0.0,1.3113220591796915,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
274,0.737601637840271,0.19880500521055822,0.737601637840271,0.6064751744270325,6052.69091796875,0.8692508339881897,0.7757417559623718,0.0030756061896681786,"[19, 8, 11, 29, 38, 15]",0,0,0,0,none,[],0.4671764235646687,0.8581902778390527,0.0,0.0,1.4449139066688472,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
